Zone,Woreda,PHCU,Facility Name,Facility Type,OBJECTID_1,CSA HF Type,X,Y
North Shewa ZHD,Menz Mama Midir WorHO,Yigem PHCU,Yigem Health Center,Health Centers,"9,064",2,584739.0257,1130480.131
West Gojjam ZHD,Bahir Dar Zuria WorHO,Yinesa PHCU,Yinesa Lemirt Health Post,Health Posts,"9,977",3,312630.0653,1239469.156
West Gojjam ZHD,Bahir Dar Zuria WorHO,Yinesa PHCU,Yibab Health Post,Health Posts,"9,985",7,316362.0996,1277115.14
West Gojjam ZHD,Bahir Dar Zuria WorHO,Yinesa PHCU,Chenta Health Post,Health Posts,"9,997",3,310364.5202,1278896.357
West Gojjam ZHD,Bahir Dar Zuria WorHO,Yinesa PHCU,Yinesa Health Center,Health Centers,"9,987",2,315731.5398,1274681.254
West Gojjam ZHD,Bahir Dar Zuria WorHO,Yinesa PHCU,Yiloma Health Post,Health Posts,"9,986",3,310663.7265,1272164.552
West Gojjam ZHD,Bahir Dar Zuria WorHO,Yinesa PHCU,Esala Health Post,Health Posts,"9,989",3,315367.1454,1265068.755
West Gojjam ZHD,Semen Achefer WorHO,Yismala PHCU,Qualabaka Health Post,Health Posts,"9,698",3,270595.595,1286605.161
West Gojjam ZHD,Semen Achefer WorHO,Yismala PHCU,Yismala Health Center,Health Centers,"30,786",2,271916.1807,1283092.921
West Gojjam ZHD,Semen Achefer WorHO,Yismala PHCU,Yismala Jankit Health Post,Health Posts,"9,699",3,271861.5234,1283892.511
West Gojjam ZHD,Semen Achefer WorHO,Yismala PHCU,Shanbla Health Post,Health Posts,"9,695",3,264681.9385,1278717.079
West Gojjam ZHD,Semen Achefer WorHO,Yismala PHCU,Anbeshen Health Post,Health Posts,"9,697",3,277551.9826,1285021.187
South Gondar ZHD,Lay Gayint,Zagoch PHCU,Zagoch Health Post,Health Posts,"11,247",3,432982.4797,1313757.65
South Gondar ZHD,Lay Gayint,Zagoch PHCU,Safeda Health Post,Health Posts,"11,253",3,437050.0417,1320019.667
South Gondar ZHD,Lay Gayint,Zagoch PHCU,Zagoch Health Center,Health Centers,"11,254",2,434579.3546,1315459.907
South Gondar ZHD,Lay Gayint,Zagoch PHCU,Sofia Meda Health Post,Health Posts,"11,251",3,437359.4166,1315444.03
North Gondar ZHD,Adi Arkay WorHO,Zarima PHCU,Chewber Health Post,Health Posts,"14,065",3,386997.9686,1478033.237
North Gondar ZHD,Adi Arkay WorHO,Zarima PHCU,Kernaja Health Post,Health Posts,"14,047",3,386448.5737,1464169.932
North Gondar ZHD,Adi Arkay WorHO,Zarima PHCU,Zarima Health Center,Health Centers,"32,903",2,378429.2024,1474780.436
North Gondar ZHD,Adi Arkay WorHO,Zarima PHCU,Meka Health Post,Health Posts,"13,948",3,230533.6901,1403420.165
North Gondar ZHD,Adi Arkay WorHO,Zarima PHCU,Nebera Health Post,Health Posts,"11,348",3,348114.2069,1325059.571
West Gojjam ZHD,Gonji Kollela WorHO,Zegansa PHCU,Gargnbit Health Post,Health Posts,"10,091",3,371722.8339,1242922.53
West Gojjam ZHD,Gonji Kollela WorHO,Zegansa PHCU,Zanat Health Post,Health Posts,"10,092",3,364822.8676,1244330.664
North Shewa ZHD,Merhabete WorHO,Zeita PHCU,Yesa Health Post,Health Posts,"9,079",3,503829.2324,1116652.8
North Shewa ZHD,Merhabete WorHO,Zeita PHCU,Sergina Health Post,Health Posts,"9,094",3,511111.6953,1115521.309
North Shewa ZHD,Merhabete WorHO,Zeita PHCU,Ofina Health Post,Health Posts,"9,074",3,502879.1165,1112232.177
North Shewa ZHD,Merhabete WorHO,Zeita PHCU,Zeita Magas Health Post,Health Posts,"9,082",3,506204.0954,1112947.147
North Shewa ZHD,Merhabete WorHO,Zeita PHCU,Zeita Health Center,Health Centers,"9,080",2,505968.1402,1112991.339
North Shewa ZHD,Menz Keya Gebreal WorHO,Zemero PHCU,Zemero Health Center,Health Centers,"30,325",2,549554.1035,1129740.043
North Shewa ZHD,Menz Keya Gebreal WorHO,Zemero PHCU,Siter Health Post,Health Posts,"9,017",3,544887.0255,1123110.579
South Wollo ZHD,Wogidi WorHO,Zemewud PHCU,zemod Health Post,Health Posts,"12,660",3,455914.2133,1168353.318
South Wollo ZHD,Wogidi WorHO,Zemewud PHCU,adis amba Health Post,Health Posts,"11,698",7,562960.0813,1281185.368
South Wollo ZHD,Wogidi WorHO,Zemewud PHCU,lemlem amba Health Post,Health Posts,"12,659",3,448292.187,1169096.322
South Wollo ZHD,Legahida WorHO,Zena Amba PHCU,Siba Health Post,Health Posts,"31,922",3,535314.4608,1186611.549
South Wollo ZHD,Legahida WorHO,Zena Amba PHCU,Sedere Health Post,Health Posts,"12,362",3,537775.7848,1190837.466
North Shewa ZHD,Menz Keya Gebreal WorHO,Zerete PHCU,Zerete Health Center,Health Centers,"9,035",2,532028.1514,1122778.469
North Shewa ZHD,Menz Keya Gebreal WorHO,Zerete PHCU,Doba Health Post,Health Posts,"9,036",3,523917.3856,1120375.05
Dessie Town Woreda WorHO,Kurkur PHCU,Zero 12 Kurkur Health Post,Zero 12 Kurkur Health Post,Health Posts,"12,729",3,570087.1187,1236285.065
Awi ZHD,Zigem,Zigem PHCU,Abay koleb  Health Post,Health Posts,"9,510",3,221526.4048,1177927.545
Awi ZHD,Zigem,Zigem PHCU,Gisayta  Health Post,Health Posts,"9,514",3,230350.3282,1196987.279
Awi ZHD,Zigem,Zigem PHCU,Zigem  Health Center,Health Centers,"30,650",2,225624.1743,1185330.097
Awi ZHD,Zigem,Zigem PHCU,Ambukay gefecha  Health Post,Health Posts,"9,517",3,220986.1398,1190323.229
South Gondar ZHD,Estie WorHO,Ziguara PHCU,Ziguara Health Center,Health Centers,"11,487",2,394642.3781,1280083.271
South Gondar ZHD,Estie WorHO,Ziguara PHCU,Zeguara Health Post,Health Posts,"11,487",2,394642.3781,1280083.271
East Gojjam ZHD,Sinan WorHO,Zilan PHCU,Washa Mikael Health Post,Health Posts,"11,047",3,373912.2939,1166613.601
East Gojjam ZHD,Sinan WorHO,Zilan PHCU,Zilan Amstya Health Post,Health Posts,"11,046",3,368010.7791,1162705.485
East Gojjam ZHD,Sinan WorHO,Zilan PHCU,Kabcheba Health Post,Health Posts,"11,050",3,371953.7114,1161950.88
North Wollo ZHD,Raya Kobo WorHO,Zobel PHCU,Gatira Health Post,Health Posts,"13,059",3,581360.2882,1340256.061
North Wollo ZHD,Raya Kobo WorHO,Zobel PHCU,Rama Health Post,Health Posts,"13,045",3,580303.2586,1355192.641
North Wollo ZHD,Raya Kobo WorHO,Zobel PHCU,Zobel Health Center,Health Centers,"13,055",2,581210.0543,1345342.459
East Gojjam ZHD,Yejubie Primary Hospital,,Yejubie Primary Hospital,Hospitals,"31,345",9,362498.9407,1123688.629
East Gojjam ZHD,Bibugn primary Hospital,,Bibugn primary Hospital,Hospitals,"31,349",1,362582.1322,1200657.463
Central Gondar ZHD,Delgi Primary Hospital,,Delgi Primary Hospital,Hospitals,"32,639",1,286893.8575,1348449.14
North Gondar ZHD,Mekane Birhan Primary Hospital,,Mekane Birhan Primary Hospital,Hospitals,"14,180",1,403821.3446,1438438.673
Awi ZHD,Injibara General hospital,,Injibara General hospital,Hospitals,"30,448",1,273345.2289,1213610.033
South Gondar ZHD,Andabet Primary Hospital,,Andabet Primary Hospital,Hospitals,"31,750",1,385411.5988,1261036.765
South Gondar ZHD,Nifas Mewucha Primary Hospital,,Nifas Mewucha Primary Hospital,Hospitals,"31,649",1,442467.6903,1298539.602
South Wollo ZHD,Mekane-Selam General Hospital,,Mekane-Selam General Hospital,Hospitals,"32,160",1,472722.3928,1187392.905
Dessie Town Woreda WorHO,Dessie Referral Hospital,,Dessie Referral Hospital,Hospitals,"32,054",1,569471.0239,1230432.782
East Gojjam ZHD,Dejen Primary Hospital,,Dejen Primary Hospital,Hospitals,"31,502",1,405900.3229,1123913.405
South Wollo ZHD,Tenta Primary Hospital,,Tenta Primary Hospital,Hospitals,"12,596",1,528024.7522,1245387.961
North Shewa ZHD,Shewarobit Primary Hospital,,Shewarobit Primary Hospital,Hospitals,"30,436",1,600014.9673,1107389.629
West Gondar ZHD,Quara Primary Hospital,,Quara Primary Hospital,Hospitals,"32,892",1,162607.0768,1350337.244
Central Gondar ZHD,Aykel Primary Hospital,,Aykel Primary Hospital,Hospitals,"32,779",1,290309.9474,1388639.208
North Wollo ZHD,Wodila Primary Hospital,,Wodila Primary Hospital,Hospitals,"13,197",1,491116.9579,1284375.121
West Gondar ZHD,Metema General Hospital,,Metema General Hospital,Hospitals,"32,817",1,219069.2783,1413678.453
Central Gondar ZHD,Arbaya Primary Hospital,,Arbaya Primary Hospital,Hospitals,"32,557",6,371913.9838,1378957.404
North Shewa ZHD,Areriti Primary Hospital,,Areriti Primary Hospital,Hospitals,"30,361",1,545990.7312,985607.5202
West Gojjam ZHD,Finote Selam General Hospital,,Finote Selam General Hospital,Hospitals,"30,960",1,310636.8415,1180909.131
East Gojjam ZHD,Bichena Primary Hospital,,Bichena Primary Hospital,Hospitals,"31,406",1,413095.2711,1155928.598
South Wollo ZHD,Jamma Primary Hospital,,Jamma Primary Hospital,Hospitals,"31,883",1,527145.6805,1152783.966
Awi ZHD,Dangla Primary Hospital,,Dangla Primary Hospital,Hospitals,"30,493",1,264730.9349,1244365.246
North Wollo ZHD,Kidus Lalibela General Hospital,,Kidus Lalibela General Hospital,Hospitals,"32,355",1,505805.4893,1330831.28
West Gojjam ZHD,durbete Primary Hospital,,durbete Primary Hospital,Hospitals,"30,719",1,276451.0716,1257407.574
Dessie Town Woreda WorHO,Borumeda General Hospital,,Borumeda General Hospital,Hospitals,"12,726",1,567218.8575,1240528.554
West Gojjam ZHD,Merawi Primary Hospital,,Merawi Primary Hospital,Hospitals,"30,887",1,298364.8857,1261699.17
North Gondar ZHD,Debark General Hospital,,Debark General Hospital,Hospitals,"32,909",1,379985.6846,1453005.172
East Gojjam ZHD,Lumamie Primary Hospital,,Lumamie Primary Hospital,Hospitals,"10,777",1,384474.2566,1132974.376
Oromia Special ZHD,Kemisie General Hospital,,Kemisie General Hospital,Hospitals,"32,196",1,596348.8199,1184009.572
Central Gondar ZHD,Sanja Primary Hospital,,Sanja Primary Hospital,Hospitals,"32,621",1,315208.3896,1438749.617
Gondar Town Woreda WorHO,University of Gondar Comprehensive Spcialized Hospital,,University of Gondar Comprehensive Spcialized Hospital,Hospitals,"32,675",9,331874.3004,1395079.49
South Gondar ZHD,Mekane Eyesus Primary Hospital,,Mekane Eyesus Primary Hospital,Hospitals,"31,673",2,397374.1361,1283285.992
South Gondar ZHD,Debre-Tabor Comprehensive Specialized Hospital,,Debre-Tabor Comprehensive Specialized Hospital,Hospitals,"31,725",1,392541.2946,1310427.486
North Wollo ZHD,Kobo Primary hospital,,Kobo Primary hospital,Hospitals,"13,232",1,571110.2367,1344243.274
South Gondar ZHD,Ebnat Primary Hospital,,Ebnat Primary Hospital,Hospitals,"31,718",3,396772.2409,1340440.47
South Gondar ZHD,Addis Zemen Primary Hospital,,Addis Zemen Primary Hospital,Hospitals,"31,790",1,366028.8154,1340162.673
South Wollo ZHD,Dellanta Primary Hospital,,Dellanta Primary Hospital,Hospitals,"31,989",1,524225.3045,1281245.866
Oromia Special ZHD,Bati Primary Hospital,,Bati Primary Hospital,Hospitals,"32,234",4,610968.0274,1237335.716
Central Gondar ZHD,Tegede Primary Hospital,,Tegede Primary Hospital,Hospitals,"13,914",3,301694.7916,1413739.27
South Wollo ZHD,Hidar 11 General Hospital,,Hidar 11 General Hospital,Hospitals,"31,805",1,519310.6965,1200791.701
South Gondar ZHD,Wogeda Primary Hospital,,Wogeda Primary Hospital,Hospitals,"31,575",2,416926.344,1259980.171
North Shewa ZHD,Mehal Meda General Hospital,,Mehal Meda General Hospital,Hospitals,"30,319",1,572672.8003,1140180.12
South Wollo ZHD,Hayik Primary Hospital,,Hayik Primary Hospital,Hospitals,"32,101",8,574069.3835,1250473.73
North Shewa ZHD,Ataye Primary Hospital,,Ataye Primary Hospital,Hospitals,"30,034",1,605223.1473,1142646.268
North Wollo ZHD,Woldia  Comprehensive specialized Hospital,,Woldia  Comprehensive specialized Hospital,Hospitals,"32,398",1,565238.5788,1307896.135
East Gojjam ZHD,Shegaw Motta General Hospital,,Shegaw Motta General Hospital,Hospitals,"31,237",1,378219.0382,1224073.911
North Shewa ZHD,Deneba Primary Hospital,,Deneba Primary Hospital,Hospitals,"30,292",1,521806.3604,1078532.818
East Gojjam ZHD,Mertolemariam Primary Hospital,,Mertolemariam Primary Hospital,Hospitals,"31,437",1,421212.7243,1200027.981
South Wollo ZHD,Sayint Primary Hospital,,Sayint Primary Hospital,Hospitals,"12,485",1,475987.603,1219492.521
West Gondar ZHD,Abrihajira Primary Hospital,,Abrihajira Primary Hospital,Hospitals,"32,837",1,227778.6284,1488621.779
West Gojjam ZHD,Feresbet Primary Hospital,,Feresbet Primary Hospital,Hospitals,"30,832",1,347461.3945,1200381.739
North Shewa ZHD,Debre-Birhan Referral Hospital,,Debre-Birhan Referral Hospital,Hospitals,"30,261",1,558730.6351,1069854.009
Central Gondar ZHD,Wogera Primary Hospital,,Wogera Primary Hospital,Hospitals,"32,656",1,348958.1783,1410992.163
North Shewa ZHD,Alem Ketema Enat General Hospital,,Alem Ketema Enat General Hospital,Hospitals,"29,995",1,499253.4232,1112328.437
Bahirdar Town Woreda WorHO,Zegie PHCU,Yiganda Health Post,Yiganda Health Post,Health Posts,"10,399",3,320731.834,1294541.693
Bahirdar Town Woreda WorHO,Tis Abay PHCU,Tis Abay Health Center,Tis Abay Health Center,Health Centers,"31,126",2,345284.9986,1270100.408
North Shewa ZHD,Menz Lalo Midir WorHO,Kubit PHCU,Kubit Health Post,Health Posts,"9,039",2,570537.0623,1127266.767
Waghimera ZHD,Abergele WorHO,Seriya PHCU,Seriya Health Center,Health Centers,"1,451",3,529845.263,1422917.686
Waghimera ZHD,Tsagibji WorHO,Tsata PHCU,Zanziba Health Post,Health Posts,"13,322",3,517650.7205,1406228.337
Waghimera ZHD,Tsagibji WorHO,Selamgie PHCU,Cherey Health Post,Health Posts,"13,332",3,528681.2923,1410577.782
Waghimera ZHD,Sekota Zuria WorHO,Birbir PHCU,Birbir Health Center,Health Centers,"13,304",2,509990.3216,1394484.537
Waghimera ZHD,Sekota Zuria WorHO,Jerba PHCU,Jereba Health Post,Health Posts,"13,335",2,484540.728,1395854.414
Bahirdar Town Woreda WorHO,Abay PHCU,Abay Health Center,Abay Health Center,Health Centers,"31,116",2,327098.7714,1282581.621
Waghimera ZHD,Sekota Zuria WorHO,Wolleh PHCU,Wolleh Health Center,Health Centers,"13,306",3,506058.7116,1386762.074
South Gondar ZHD,Estie WorHO,Mikre PHCU,Mikre Hana Health Post,Health Posts,"31,659",2,410006.2708,1272675.929
Waghimera ZHD,Gazgibla WorHO,Asketema PHCU,Zarota Health Post,Health Posts,"13,276",3,507848.9152,1378276.67
East Gojjam ZHD,Baso Liben WorHO,Den PHCU,Den Health Center,Health Centers,"10,681",3,356419.5747,1118364.755
North Wollo ZHD,Mekete WorHO,Taja PHCU,Taja Health Post,Health Posts,"13,169",2,491478.0238,1298385.899
Awi ZHD,Ayehu Guagusa,Wunbiri Wundigi PHCU,Wunbiri Wundigi Health Post,Health Posts,"9,381",3,251484.103,1188281.694
South Gondar ZHD,Woreta WorHO,Woreta Health Center,Woreta Health Center,Health Centers,"11,357",3,359366.3757,1318013.802
Bahirdar Town Woreda WorHO,Ginbot 20 PHCU,Ginbot 20 Health Center,Ginbot 20 Health Center,Health Centers,"31,047",2,321995.8956,1279403.647
South Wollo ZHD,Legambo WorHO,Dereba PHCU,Dereba Health Center,Health Centers,"12,387",3,543992.511,1200108.514
Waghimera ZHD,Ziquala WorHO,Tsitsika PHCU,Nesanet melkam Health post,Health Posts,"32,451",3,478076.6794,1412008.876
East Gojjam ZHD,Goncha WorHO,Getesemani PHCU,Getesemani Health post 02,Health Posts,"31,246",3,408047.3501,1213541.224
Oromia Special ZHD,Artuma Fursi WorHO,Artuma PHCU,Hara Health Post,Health Posts,"9,233",3,613971.2269,1170909.305
South Wollo ZHD,Delanta WorHO,Tsehay mewucha  PHCU,Wulika Zelihon Health Post,Health Posts,"11,755",3,525857.0714,1292392.296
South Gondar ZHD,Tach Gayint WorHO,Agate PHCU,Agate Health Center,Health Centers,"11,072",3,441548.8934,1282862.002
Waghimera ZHD,Abergele WorHO,Tsana PHCU,Tsana Health Post,Health Posts,"1,450",3,529855.523,1422916.233
South Gondar ZHD,Andabet,Jaragedo PHCU,Jaragedo Ketema Health Post,Health Posts,"31,696",2,378363.3057,1260774.478
Oromia Special ZHD,Artuma Fursi WorHO,Artuma PHCU,Wededer Health Post,Health Posts,"9,235",3,615704.6298,1173821.646
Waghimera ZHD,Sekota Zuria WorHO,Seriel PHCU,Faya Health Post,Health Posts,"13,319",3,492637.128,1402269.615
Bahirdar Town Woreda WorHO,Meshenty PHCU,Workamla Achadir Health Post,Workamla Achadir Health Post,Health Posts,"10,397",6,312926.6744,1268732.01
Waghimera ZHD,Ziquala WorHO,Tsitsika PHCU,Tsitsika Health Center,Health Centers,"32,453",1,477884.967,1413901.903
Waghimera ZHD,Tsagibji WorHO,Selamgie PHCU,Selamgie Health Center,Health Centers,"13,327",2,526320.7744,1411541.785
East Gojjam ZHD,Enebse Sar Midir WorHO,Yibsana_PHCU,Yibsana Health Post,Health Posts,"10,826",2,424896.0344,1200806.702
Waghimera ZHD,Dehana WorHO,Amdework PHCU,Menshewa Health Post,Health Posts,"13,250",3,465814.8589,1380094.292
West Gojjam ZHD,Dembecha WorHO,Daba PHCU,Gelila Health Post,Health Posts,"10,076",3,346920.6964,1179235.801
South Wollo ZHD,Dessie Zuriya WorHO,Harawbelo PHCU,Harawbelo Health Post,Health Posts,"12,691",3,584580.5029,1247656.877
Waghimera ZHD,Tsagibji WorHO,Selamgie PHCU,Selamgie Health Post,Health Posts,"13,328",6,526370.5209,1411543.296
Waghimera ZHD,Tefera Hailu Metasebia General Hospital,,Tefera Hailu Metasebia General Hospital,Hospitals,"32,455",1,503662.9152,1395005.838
Waghimera ZHD,Gazgibla WorHO,Zow Mariam PHCU,Zow Mariam Health Center,Health Centers,"13,284",3,511770.0111,1357406.865
Waghimera ZHD,Gazgibla WorHO,Asketema PHCU,Asketema Zuria Health Post,Health Posts,"32,427",2,501517.6779,1372251.385
South Wollo ZHD,Dessie Zuriya WorHO,Getara PHCU,Getera Health Post,Health Posts,"11,832",2,537886.8253,1227875.116
Waghimera ZHD,Dehana WorHO,Silda PHCU,Silda Health Center,Health Centers,"13,253",2,460368.1899,1366210.487
Waghimera ZHD,Gazgibla WorHO,Taba PHCU,Taba Health Post,Health Posts,"13,285",3,499925.6982,1358919.223
Waghimera ZHD,Gazgibla WorHO,Asketema PHCU,Asketema Health Center,Health Centers,"32,428",3,501533.1833,1371573.867
South Wollo ZHD,Tenta WorHO,Yerema PHCU,026Yerima Health Post,Health Posts,"12,590",2,531461.1789,1219232.871
Waghimera ZHD,Sekota Zuria WorHO,Birbir PHCU,Eqilwa  health post,Health Posts,"13,315",3,507561.9746,1404143.358
Waghimera ZHD,Abergele WorHO,Embadago PHCU,Ambadago Health Post,Health Posts,"1,444",3,481769.5642,1459156.278
West Gojjam ZHD,Semen Mecha WorHO,Dagi PHCU,Addis Alem Dagali Health Post,Health Posts,"10,595",3,412099.4767,1164206.486
Waghimera ZHD,Gazgibla WorHO,Defuka PHCU,Defuka Health Center,Health Centers,"13,283",2,514188.3582,1350743.741
Bahirdar Town Woreda WorHO,Shumabo PHCU,Shumabo Health Center,Shumabo Health Center,Health Centers,"31,063",2,325542.6212,1282744.585
Bahirdar Town Woreda WorHO,Felege-Hiwot Referral Hospital,,Felege-Hiwot Referral Hospital,Hospitals,"31,082",1,322289.3693,1283516.781
Waghimera ZHD,Dehana WorHO,Silda PHCU,Guramba Health Post,Health Posts,"13,252",2,463741.0241,1367270.158
South Wollo ZHD,Kutaber WorHO,Kolagerado PHCU,Kolagerado Health Center,Health Centers,"12,342",2,546360.4598,1239564.926
North Shewa ZHD,Basona Werana WorHO,Goshebado PHCU,Weyeneye Health Post,Health Posts,"8,747",3,555145.747,1075147.508
South Wollo ZHD,Borena WorHO,Degadibi PHCU,Degadibi Health Post,Health Posts,"11,724",3,473139.7334,1194903.755
Waghimera ZHD,Sehala WorHO,Meshiha PHCU,Meshiha Health Center,Health Centers,"32,436",2,446545.2709,1428372.728
Waghimera ZHD,Gazgibla WorHO,Defuka PHCU,Hawariaw Petros Health Post,Health Posts,"13,282",3,511477.0299,1347228.418
North Wollo ZHD,Wadila WorHO,Gashena PHCU,Gashena Health Post,Health Posts,"32,260",2,491228.4754,1291548.359
Waghimera ZHD,Dehana WorHO,Tilala PHCU,Azila Health Post,Health Posts,"13,239",6,483629.5294,1367424.37
Bahirdar Town Woreda WorHO,Abay PHCU,Woreb Health Post,Woreb Health Post,Health Posts,"10,395",3,330847.6733,1280221.95
Waghimera ZHD,Gazgibla WorHO,Taba PHCU,Taba Health Center,Health Centers,"13,286",2,499305.8867,1359031.264
Waghimera ZHD,Abergele WorHO,Niwrake PHCU,Seke Health Post,Health Posts,"1,436",8,495716.3517,1434341.466
South Gondar ZHD,Ebinat,Selamaya PHCU,Shumige Health Post,Health Posts,"11,564",3,410979.033,1337144.336
Waghimera ZHD,Ziquala WorHO,Arshewa PHCU,Adisu Firie Health Post,Health Posts,"13,347",3,465572.3541,1409521.871
Waghimera ZHD,Sekota Zuria WorHO,Jerba PHCU,Sawna Health Post,Health Posts,"13,337",3,495605.9246,1392367.664
Waghimera ZHD,Ziquala WorHO,Telajie PHCU,Telajie Health Center,Health Centers,"13,361",2,473696.804,1391692.405
Waghimera ZHD,Ziquala WorHO,Kidamit PHCU,Debre abay Health Post,Health Posts,"1,435",3,495087.8773,1429662.383
West Gojjam ZHD,Dembecha WorHO,Dembecha PHCU,Sensen Health Post,Health Posts,"10,066",3,335621.8754,1173974.851
South Gondar ZHD,Tach Gayint WorHO,kotmender PHCU,kotmender Health Post,Health Posts,"11,065",2,445587.6786,1288092.884
Waghimera ZHD,Sekota Zuria WorHO,Hamusit PHCU,Abiya Health Post,Health Posts,"13,340",3,512929.8213,1378785.033
North Shewa ZHD,Menz Lalo Midir WorHO,Wogerie PHCU,Saga Health Post,Health Posts,"9,043",3,556678.1115,1121384.073
Oromia Special ZHD,Bati Woreda WorHO,Gariro PHCU,Selate Health Post,Health Posts,"12,749",3,606774.7687,1253145.423
Waghimera ZHD,Gazgibla WorHO,Asketema PHCU,Debre Weyila Health Post,Health Posts,"13,266",3,496950.8788,1371110.743
Waghimera ZHD,Dehana WorHO,Tilala PHCU,Seramre Health Post,Health Posts,"13,242",3,485465.1848,1363706.731
Waghimera ZHD,Gazgibla WorHO,Zow Mariam PHCU,Tikr seleh Health Post,Health Posts,"13,277",3,514223.2344,1363263.925
East Gojjam ZHD,Goncha WorHO,Getesemani PHCU,Getie Semani Health Post,Health Posts,"31,245",2,408014.6114,1213427.803
Waghimera ZHD,Gazgibla WorHO,Asketema PHCU,Diwna Health Post,Health Posts,"13,268",3,490350.9896,1371003.387
East Gojjam ZHD,Debre Elias WorHO,Deber elias PHCU,Gibtsawit Health Post,Health Posts,"10,914",3,330225.5319,1145757.969
