Health Facility name,Facility Type,Ownership,ID,level,Region,Zone,Woreda,PHCU
Gitm Terara Health Post,Health Posts,Public,rp0bHy6SJ7Y,6,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,Abiyot Chora PHCU
Abrham Primary Clinic,Clinics,Private,f6FnBhSusPw,5,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,
Agut Health Center,Health Centers,Public,eG9pTwnP9W4,6,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,Agut PHCU
Achayta Health Post,Health Posts,Public,YMjeEL0SQbo,6,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,Agut PHCU
Gafti Gunkan Health Post,Health Posts,Public,ABpUSK4jTaS,6,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,Agut PHCU
Lielima Health Post,Health Posts,Public,pje4yiwrCKX,6,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,Agut PHCU
Telim Health Post,Health Posts,Public,wNjlq0iZVWi,6,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,Agut PHCU
Ambisie Health Center,Health Centers,Public,zfdFTsEcuuL,6,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,Ambisie PHCU
Ambisie Health Post,Health Posts,Public,Nmyw2PdFdc6,6,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,Ambisie PHCU
Gundle Health Post,Health Posts,Public,yC6VVrSQypG,6,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,Ambisie PHCU
Jigrita Health Post,Health Posts,Public,ZRBZXqwfoqv,6,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,Ambisie PHCU
Kolele Lecha Health Post,Health Posts,Public,eArzw0ovhbQ,6,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,Ambisie PHCU
Anmut Primary Clinic,Clinics,Private,CygslmnPIZm,5,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,
ATALAYE PRIMARY CLINIC,Clinics,Private,BbMBNm0KtoS,5,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,
Birhanu Primary Clinic,Clinics,Private,oiA1ETajcye,5,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,
Dagnaw Primary Clinic,Clinics,Private,sSNBAim8aWR,5,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,
Dr Teshome Medium Clinic,Clinics,Private,YDthfJsbhSj,5,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,
Gish Abay Health Center,Health Centers,Public,ErRxCvjkSC7,6,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,Gish Abay PHCU
Abay Sangib Health Post,Health Posts,Public,bIPooQODwi8,6,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,Gish Abay PHCU
Gumbela Health Post,Health Posts,Public,BYLtg1fraiZ,6,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,Gish Abay PHCU
Lichma Health Post,Health Posts,Public,aLL4um73qrH,6,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,Gish Abay PHCU
Robugebeya Health Post,Health Posts,Public,Gie681mxWRx,6,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,Gish Abay PHCU
Sawsa Health Post,Health Posts,Public,wDRkmvQxqRr,6,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,Gish Abay PHCU
Golem Health Center,Health Centers,Public,TAuNlPvju8y,6,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,Golem PHCU
Asewa Health Post,Health Posts,Public,EUOMVDwT8IP,6,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,Golem PHCU
Bahr Zafa Health Post,Health Posts,Public,TzBgPvwN0Qg,6,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,Golem PHCU
Zegeza Health Post,Health Posts,Public,u1JyAz7CcuK,6,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,Golem PHCU
Gulie Health Center,Health Centers,Public,NOHW6mnslmw,6,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,Gulie PHCU
Abekers Health Post,Health Posts,Public,EvO4C9ump6O,6,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,Gulie PHCU
Abesken Health Post,Health Posts,Public,oqbIE0yu88g,6,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,Gulie PHCU
Ateta Health Post,Health Posts,Public,WOV8FwsiUAj,6,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,Gulie PHCU
Gulie Health Post,Health Posts,Public,NduRhQ2VmCq,6,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,Gulie PHCU
Ligi Ambera Health Post,Health Posts,Public,epnPnjolHvN,6,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,Gulie PHCU
Selsela Health Post,Health Posts,Public,HrPiNnM4uEL,6,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,Gulie PHCU
Kebesa Health Center,Health Centers,Public,pVaRzcMEiIG,6,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,Kebesa PHCU
Gualsa Health Post,Health Posts,Public,jx0YwAmAljy,6,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,Kebesa PHCU
Kebesa Health Post,Health Posts,Public,nvobNv8nql5,6,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,Kebesa PHCU
Surba Health Post,Health Posts,Public,NLp0pbYrv25,6,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,Kebesa PHCU
Lamrot Primary Clinic,Clinics,Private,PFH67co0RTS,5,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,
Misganaw Primary Clinic,Clinics,Private,UGaRM9Fs7OI,5,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,
SHITA Primary Clinnic,Clinics,Private,KLLtkZtnO6f,5,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,
Talia Health Center,Health Centers,Public,xsa6djEKu2V,6,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,Talia PHCU
Alibo Health Post,Health Posts,Public,jzfPxZ24zD9,6,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,Talia PHCU
Magie Health Post,Health Posts,Public,yQACI1oLTo5,6,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,Talia PHCU
Shafra Health Post,Health Posts,Public,prjZZxzkmAZ,6,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,Talia PHCU
Abay Primary Clinic,Clinics,Private,NdagNZOMsE1,5,Amhara Regional Health Bureau,West Gojjam ZHD,Wenberma WorHO,
Abebe Primary Clinic,Clinics,Private,UOKlTk6wO2E,5,Amhara Regional Health Bureau,West Gojjam ZHD,Wenberma WorHO,
Abebe Primary Clinic,Clinics,Private,X432xOZMvDW,5,Amhara Regional Health Bureau,West Gojjam ZHD,Wenberma WorHO,
Amanu Primary Clinic,Clinics,Private,wnDBOHlRAgt,5,Amhara Regional Health Bureau,West Gojjam ZHD,Wenberma WorHO,
Asiresa Primary Clinic ,Clinics,Private,W9vXfQjGOcd,5,Amhara Regional Health Bureau,West Gojjam ZHD,Wenberma WorHO,
Ayresam Primary Clinic ,Clinics,Private,pvMpjIU8UKN,5,Amhara Regional Health Bureau,West Gojjam ZHD,Wenberma WorHO,
Burafer Health Center,Health Centers,Public,TbZlbtJDjtQ,6,Amhara Regional Health Bureau,West Gojjam ZHD,Wenberma WorHO,Burafer PHCU
Belima Health Post,Health Posts,Public,WqMSqq7OZm9,6,Amhara Regional Health Bureau,West Gojjam ZHD,Wenberma WorHO,Burafer PHCU
Burafer Health Post,Health Posts,Public,FjrSVcn8Wb1,6,Amhara Regional Health Bureau,West Gojjam ZHD,Wenberma WorHO,Burafer PHCU
Getachew Ptivate For Peroit,Clinics,Private,HgACDq1i5rs,5,Amhara Regional Health Bureau,West Gojjam ZHD,Wenberma WorHO,
Kefal Medium Clinic,Clinics,Private,m0CjKMz9vh0,5,Amhara Regional Health Bureau,West Gojjam ZHD,Wenberma WorHO,
Koki Health Center,Health Centers,Public,qMAF6kuuNwu,6,Amhara Regional Health Bureau,West Gojjam ZHD,Wenberma WorHO,Koki PHCU
Jambi Health Post,Health Posts,Public,ZWZiSDFVBJ4,6,Amhara Regional Health Bureau,West Gojjam ZHD,Wenberma WorHO,Koki PHCU
Koki Health Post,Health Posts,Public,PeKVTIX3RFa,6,Amhara Regional Health Bureau,West Gojjam ZHD,Wenberma WorHO,Koki PHCU
Markuma Health Post,Health Posts,Public,QVAkbwB0RdR,6,Amhara Regional Health Bureau,West Gojjam ZHD,Wenberma WorHO,Koki PHCU
Waze Health Post,Health Posts,Public,zMbYMWWhj8B,6,Amhara Regional Health Bureau,West Gojjam ZHD,Wenberma WorHO,Koki PHCU
Lalibela Medium Clinic,Clinics,Private,MPan3pRSnnY,5,Amhara Regional Health Bureau,West Gojjam ZHD,Wenberma WorHO,
Melak Primary Clinic,Clinics,Private,qiUwZ6MYIQ5,5,Amhara Regional Health Bureau,West Gojjam ZHD,Wenberma WorHO,
Muluken Medium Clinic,Clinics,Private,P47kqQf5ClK,5,Amhara Regional Health Bureau,West Gojjam ZHD,Wenberma WorHO,
Shindi Health Center,Health Centers,Public,eBeb3NHkgHb,6,Amhara Regional Health Bureau,West Gojjam ZHD,Wenberma WorHO,Shindi PHCU
Dend Health Post,Health Posts,Public,iNpK44Un7wn,6,Amhara Regional Health Bureau,West Gojjam ZHD,Wenberma WorHO,Shindi PHCU
Sebadar Health Post,Health Posts,Public,oRmclxMBSGQ,6,Amhara Regional Health Bureau,West Gojjam ZHD,Wenberma WorHO,Shindi PHCU
Shambla Health Post,Health Posts,Public,qmVg6CRDVv4,6,Amhara Regional Health Bureau,West Gojjam ZHD,Wenberma WorHO,Shindi PHCU
Wobo Health Post,Health Posts,Public,eTHimcPz52t,6,Amhara Regional Health Bureau,West Gojjam ZHD,Wenberma WorHO,Shindi PHCU
St Mariam Primary Clinic,Clinics,Private,Z1NqvMM4qLj,5,Amhara Regional Health Bureau,West Gojjam ZHD,Wenberma WorHO,
Tesfu Medium Clinic,Clinics,Private,jq3CSXDgnQa,5,Amhara Regional Health Bureau,West Gojjam ZHD,Wenberma WorHO,
Tigist Primary Clinic,Clinics,Private,sYp57ijiASR,5,Amhara Regional Health Bureau,West Gojjam ZHD,Wenberma WorHO,
Wogedad Health Center,Health Centers,Public,P02V9ZfTJK3,6,Amhara Regional Health Bureau,West Gojjam ZHD,Wenberma WorHO,Wogedad PHCU
Gomer Health Post,Health Posts,Public,nZQUjzgzErv,6,Amhara Regional Health Bureau,West Gojjam ZHD,Wenberma WorHO,Wogedad PHCU
Kentefin Health Post,Health Posts,Public,mlMQz7273ll,6,Amhara Regional Health Bureau,West Gojjam ZHD,Wenberma WorHO,Wogedad PHCU
Koli Health Post,Health Posts,Public,i0YiJNaPdDX,6,Amhara Regional Health Bureau,West Gojjam ZHD,Wenberma WorHO,Wogedad PHCU
Marwoled Health Post,Health Posts,Public,WoMrJnjxLmg,6,Amhara Regional Health Bureau,West Gojjam ZHD,Wenberma WorHO,Wogedad PHCU
Wogedad Health Post,Health Posts,Public,UOZYskWU1lz,6,Amhara Regional Health Bureau,West Gojjam ZHD,Wenberma WorHO,Wogedad PHCU
Yayishal Health Post,Health Posts,Public,cJg1E6EHmnC,6,Amhara Regional Health Bureau,West Gojjam ZHD,Wenberma WorHO,Wogedad PHCU
Yergin Health Post,Health Posts,Public,BIkCWXDPDPX,6,Amhara Regional Health Bureau,West Gojjam ZHD,Wenberma WorHO,Wogedad PHCU
Woynima Health Center,Health Centers,Public,C3X9DzsUO5L,6,Amhara Regional Health Bureau,West Gojjam ZHD,Wenberma WorHO,Woynima PHCU
Chirar Health Post,Health Posts,Public,wTlGjSW67gH,6,Amhara Regional Health Bureau,West Gojjam ZHD,Wenberma WorHO,Woynima PHCU
Heret Health Post,Health Posts,Public,bYVVZ1qvoew,6,Amhara Regional Health Bureau,West Gojjam ZHD,Wenberma WorHO,Woynima PHCU
Woynima Health Post,Health Posts,Public,LVdiUhN2AFE,6,Amhara Regional Health Bureau,West Gojjam ZHD,Wenberma WorHO,Woynima PHCU
Yohannes Medium Clinic,Clinics,Private,YqrHDHwQxHg,5,Amhara Regional Health Bureau,West Gojjam ZHD,Wenberma WorHO,
Abrihajira Primary Hospital,Hospitals,Public,xzaUDLHCJCP,4,Amhara Regional Health Bureau,West Gondar ZHD,Abrihajira Primary Hospital,
 Azenaw Primary clinic,Clinics,Private,iI3LDElZrRI,5,Amhara Regional Health Bureau,West Gondar ZHD,Adagn Ager Chako WorHO,
Abeba Mesk Health Center,Health Centers,Public,V8unxjwGNa8,6,Amhara Regional Health Bureau,West Gondar ZHD,Adagn Ager Chako WorHO,Abeba Mesk PHCU
Ambeza Health Post,Health Posts,Public,kRyCWaN3LOD,6,Amhara Regional Health Bureau,West Gondar ZHD,Adagn Ager Chako WorHO,Abeba Mesk PHCU
Gaza Health Post,Health Posts,Public,PbxL2dhzYum,6,Amhara Regional Health Bureau,West Gondar ZHD,Adagn Ager Chako WorHO,Abeba Mesk PHCU
Kerbiya Health Post,Health Posts,Public,ADsPWa2eU8I,6,Amhara Regional Health Bureau,West Gondar ZHD,Adagn Ager Chako WorHO,Abeba Mesk PHCU
Alemayehu  Minale Primary clinic,Clinics,Private,q5ZMn6mCj2I,5,Amhara Regional Health Bureau,West Gondar ZHD,Adagn Ager Chako WorHO,
Dejazimach  Hagose Primary clinic,Clinics,Private,Pa7RWd61Q2a,5,Amhara Regional Health Bureau,West Gondar ZHD,Adagn Ager Chako WorHO,
Dengel Health Center,Health Centers,Public,SVwgJhOeIw2,6,Amhara Regional Health Bureau,West Gondar ZHD,Adagn Ager Chako WorHO,Dengel PHCU
Dengel Health Post,Health Posts,Public,vWrvpnT2EXm,6,Amhara Regional Health Bureau,West Gondar ZHD,Adagn Ager Chako WorHO,Dengel PHCU
Fekadu  Hagose Primary clinic,Clinics,Private,Fvz0eXhdplQ,5,Amhara Regional Health Bureau,West Gondar ZHD,Adagn Ager Chako WorHO,
Negade Bahir Health Center,Health Centers,Public,chFtwUBSBd2,6,Amhara Regional Health Bureau,West Gondar ZHD,Adagn Ager Chako WorHO,Negade bahir PHCU
Alenge Health Post,Health Posts,Public,gSMG6tRE0G7,6,Amhara Regional Health Bureau,West Gondar ZHD,Adagn Ager Chako WorHO,Negade bahir PHCU
Chako Health Post,Health Posts,Public,bj6YBecxvY4,6,Amhara Regional Health Bureau,West Gondar ZHD,Adagn Ager Chako WorHO,Negade bahir PHCU
Engdiba Health Post,Health Posts,Public,NpZIsP8I35c,6,Amhara Regional Health Bureau,West Gondar ZHD,Adagn Ager Chako WorHO,Negade bahir PHCU
Janava Health Post,Health Posts,Public,htaqukiCW7U,6,Amhara Regional Health Bureau,West Gondar ZHD,Adagn Ager Chako WorHO,Negade bahir PHCU
Lezamba Health Post,Health Posts,Public,MS2dqwpq0Vm,6,Amhara Regional Health Bureau,West Gondar ZHD,Adagn Ager Chako WorHO,Negade bahir PHCU
Minibaxes Health Post,Health Posts,Public,qImNBSQcZG8,6,Amhara Regional Health Bureau,West Gondar ZHD,Adagn Ager Chako WorHO,Negade bahir PHCU
Negadie Bahir Health Post,Health Posts,Public,F18WYnPJ1y4,6,Amhara Regional Health Bureau,West Gondar ZHD,Adagn Ager Chako WorHO,Negade bahir PHCU
Sheharda Health Post,Health Posts,Public,ZjhQT8mYM7l,6,Amhara Regional Health Bureau,West Gondar ZHD,Adagn Ager Chako WorHO,Negade bahir PHCU
Shutera Health Post,Health Posts,Public,BAvSIMIROjX,6,Amhara Regional Health Bureau,West Gondar ZHD,Adagn Ager Chako WorHO,Negade bahir PHCU
Negatu  Zewdu Primary clinic,Clinics,Private,pNW2v2qo0J0,5,Amhara Regional Health Bureau,West Gondar ZHD,Adagn Ager Chako WorHO,
Senaiyt  nega Primary clinic,Clinics,Private,GvKnVyasO7B,5,Amhara Regional Health Bureau,West Gondar ZHD,Adagn Ager Chako WorHO,
Asfawu Clinic,Clinics,Private,qCDYmvbCNG6,5,Amhara Regional Health Bureau,West Gondar ZHD,Gendawuha WorHO,
Bekire Clinic,Clinics,Private,yIZ38BNtw4Z,5,Amhara Regional Health Bureau,West Gondar ZHD,Gendawuha WorHO,
Berihanu Clinic,Clinics,Private,R6RUtPIwHMJ,5,Amhara Regional Health Bureau,West Gondar ZHD,Gendawuha WorHO,
Biruk Clinic,Clinics,Private,f5LpmBnYX4l,5,Amhara Regional Health Bureau,West Gondar ZHD,Gendawuha WorHO,
Emeru Clinic,Clinics,Private,ECVt5e9BOf7,5,Amhara Regional Health Bureau,West Gondar ZHD,Gendawuha WorHO,
Esayas Clinic,Clinics,Private,GnKyYLAR2yu,5,Amhara Regional Health Bureau,West Gondar ZHD,Gendawuha WorHO,
Gendawuha Health Center,Health Centers,Public,IxJ7fZD36WR,5,Amhara Regional Health Bureau,West Gondar ZHD,Gendawuha WorHO,Gendawuha Health Center
Hayat Clinic,Clinics,Private,xcJYSyQaJa7,5,Amhara Regional Health Bureau,West Gondar ZHD,Gendawuha WorHO,
Mebiratu Clinic,Clinics,Private,Gaj8YwOCiUN,5,Amhara Regional Health Bureau,West Gondar ZHD,Gendawuha WorHO,
Menusud Clinic,Clinics,Private,uDkTfZdSFJ6,5,Amhara Regional Health Bureau,West Gondar ZHD,Gendawuha WorHO,
Mesifn Clinic,Clinics,Private,G76B9agPXIn,5,Amhara Regional Health Bureau,West Gondar ZHD,Gendawuha WorHO,
Zayede Clinic,Clinics,Private,oCbxJgLVL5u,5,Amhara Regional Health Bureau,West Gondar ZHD,Gendawuha WorHO,
Metema General Hospital,Hospitals,Public,jjWiIUBX4qT,4,Amhara Regional Health Bureau,West Gondar ZHD,Metema General Hospital,
Arisam Primary Clinic,Clinics,Private,DQozH39sXdT,5,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,
Biruk Primary Clinic,Clinics,Private,HTar2WenJzP,5,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,
Biza Kulu Primary Clinic,Clinics,Private,gyA93RATPII,5,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,
Desalgna Primary Clinic,Clinics,Private,ySYFMydiB02,5,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,
Endalk Primary Clinic,Clinics,Private,AUPIvZixJ2h,5,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,
Ethoipia Midum Clinic,Clinics,Private,Yyks0ZdyFEM,5,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,
Fentie Primary Clinic,Clinics,Private,KjCU63w0i1K,5,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,
Ferede Primary Clinic,Clinics,Private,Fbao53JKWy2,5,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,
Fikire Selam Primary Clinic,Clinics,Private,smYgG34zB2v,5,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,
Gebiral Primary Clinic,Clinics,Private,u1CamkUN2a4,5,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,
Gobezaye Primary Clinic For Pfofit,Clinics,Private,PtdIXsOp9hG,5,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,
Gyetu Primary Clinic For Pfofit,Clinics,Private,j5Pj6ziBtlb,5,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,
Hiwot Primary Clinic,Clinics,Private,UGilPvbtUTM,5,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,
Kidan Miret Primary Clinic,Clinics,Private,hTre8qQYadD,5,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,
Kidis Gebiral Primary Clinic,Clinics,Private,ilYXE6ep1WG,5,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,
Kidist Mariyam Primary Clinic,Clinics,Private,su8ZaqMI9HU,5,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,
Kokeb Peimary Clinic,Clinics,Private,CpxV7qGRGZq,5,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,
kokit health center,Health Centers,Public,eHvLFSYOzcp,6,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,kokit PHCU
Das health post,Health Posts,Public,zRbwwxFLRZh,6,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,kokit PHCU
Delelo health post,Health Posts,Public,MW0iGuqHoLq,6,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,kokit PHCU
Diviko health post,Health Posts,Public,JptLmxUcWxg,6,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,kokit PHCU
Gundo health post,Health Posts,Public,kxGnByyCq3d,6,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,kokit PHCU
Kokit health post,Health Posts,Public,Uzxc2mSpw2Y,6,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,kokit PHCU
Kumer Aftit health post,Health Posts,Public,e3MVvlDfRII,6,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,kokit PHCU
Mender 6_7_8 health post,Health Posts,Public,NXcYxdK8WIL,6,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,kokit PHCU
Shemelegra health post,Health Posts,Public,K5CYrRg5uOK,6,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,kokit PHCU
Tagure health post,Health Posts,Public,jlbkEJGqu26,6,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,kokit PHCU
Mahaberehiwot Metema Drop In Center Medium Clinic,Clinics,Private,xCvNu6YZxbz,5,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,
Medihanilem Primary Clinic,Clinics,Private,GxfDl9DM34r,5,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,
Meka Health Center,Health Centers,Public,rS8aBVux5tD,6,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,Meka PHCU
Achera Health Post,Health Posts,Public,SAKXWDGkaWl,6,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,Meka PHCU
Gaje Health Post,Health Posts,Public,MPLamcVOjGT,6,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,Meka PHCU
Genda-Weha Health Post,Health Posts,Public,wROAqQKF1Dy,6,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,Meka PHCU
Kemechela Health Post,Health Posts,Public,QMII205zZJB,6,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,Meka PHCU
Kushara Health Post,Health Posts,Public,d2HWpHQfdfs,6,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,Meka PHCU
Meka Health Post,Health Posts,Public,pYiHA1GSxeU,6,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,Meka PHCU
Zebach-Bahir Health Post,Health Posts,Public,Gt7MG6982lH,6,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,Meka PHCU
Mesha Health Center,Health Centers,Public,VOnqQ5U4eHr,6,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,Mesha PHCU
Ashamit health post,Health Posts,Public,VnmPQk1mtGs,6,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,Mesha PHCU
Awasa health post,Health Posts,Public,MBntrfXGVaX,6,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,Mesha PHCU
Mesha health post,Health Posts,Public,oOyrfBDuSF1,6,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,Mesha PHCU
Wondabeso health post,Health Posts,Public,dBojm6pdhzj,6,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,Mesha PHCU
Metema yohanise health center,Health Centers,Public,k1o9X7pBod2,5,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,Metema yohanise health center
Muhamed Perimery Clinic,Clinics,Private,ovJPrHLo1er,5,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,
Mulgata Primary Clinic,Clinics,Private,M1Se8qnTLp6,5,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,
Mulu Mihiret Primary Clinic,Clinics,Private,IaFQ9RkmOXH,5,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,
Nigusie Primary Clinic,Clinics,Private,CSeWMJmSt1G,5,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,
Shinfa Health Center,Health Centers,Public,bbR60M3ZwnR,6,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,Shinfa PHCU
Agam Wuha Health Post,Health Posts,Public,ahZfQD2gYtV,6,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,Shinfa PHCU
Gubay Health Post,Health Posts,Public,w3amXS8PuRc,6,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,Shinfa PHCU
Lemlem Terara Health Post,Health Posts,Public,wqKXVi2k2cK,6,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,Shinfa PHCU
Lencha Health Post,Health Posts,Public,IvwfAWNyKtM,6,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,Shinfa PHCU
Shashige Health Post,Health Posts,Public,hpK30tI2gtl,6,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,Shinfa PHCU
Shinfa Health Post,Health Posts,Public,b3nBEpFiGAZ,6,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,Shinfa PHCU
Tumet Health Post,Health Posts,Public,JJlSYaBuGrc,6,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,Shinfa PHCU
Tenalehulum Primary Clinic,Clinics,Private,pKlsSa6DQxa,5,Amhara Regional Health Bureau,West Gondar ZHD,Metema WorHO,
