ZHD,Woreda/ZHD/RHB,periodname,Denom - Estimated number of 0-2 months with sepsis/VSD,Denom - Estimated number of 12 - 24 months children,Denom - Estimated number of <15 year children 1,Denom - Estimated number of <5 year children,Denom - Estimated number of HIV positive pregnant women,Denom - Estimated number of Leprosy cases,Denom - Estimated number of Non-pregnant women aged 15-49 year,Denom - Estimated number of STI cases,Denom - Estimated number of adult population living with HIV ,Denom - Estimated number of adults  in the catchment area,Denom - Estimated number of adults age 15-24 within the catchment area,Denom - Estimated number of adults age 15-59 within the catchment area,Denom - Estimated number of all forms of TB cases in the population,Denom - Estimated number of child population living with HIV ,Denom - Estimated number of children  aged 24 - 59 months ,Denom - Estimated number of children aged 6-59 months,Denom - Estimated number of diabetic cases,Denom - Estimated number of girls (14 years old),Denom - Estimated number of girls (9 years old),Denom - Estimated number of hypertensive cases,Denom - Estimated number of live birth,Denom - Estimated number of neonates with birth asphyxia case,Denom - Estimated number of networked in 1 to 5 ,Denom - Estimated number of patients with CVD risk  ≥ 30%,Denom - Estimated number of people living with HIV ,Denom - Estimated number of people tested for HCT,Denom - Estimated number of pregnant women,Denom - Estimated number of surviving infants,Denom - Estimated number of under 2 yrs children,Denom - Estimated number of under 5 children with diarrhea cases,Denom - Estimated number of under 5 children with pneumonia,Denom - Estimated number of women age 30-49 within the catchment area,Denom - Expected number of deliveries,Denom - Total catchment population - female,Denom - Total catchment population - male,Denom - Total number of HHs in the catchment,Denom - Total number of Oncocerciasis MDA eligible population ,Denom - Total number of Rural HHs,Denom - Total number of Schistosomiasis MDA eligible population,Denom - Total number of Urban HHs,Denom - Total number of Urban kebele,Denom - Total number of catchment population,Denom - Total number of kebele,Denom - Total number of lymphatic filariasis MDA eligible population ,Denom - Total number of rural kebele,Denom - Total number of trachoma MDA eligible population 
North Gojjam ZHD,Semen Mecha WorHO,Ham 2014 to Sen 2015,824.9,6183.8,137314.2,43622,87.9,9.7,65155.8,6183.8,,194127.3,64926.3,174267.9,418.7,,27359.1,41483.3,194127.3,3961.5,21901.1,194127.3,10853.9,1085.4,72963.7,,,,10853.9,10029,16264.8,44124.3,11913.6,35428.3,10853.9,161568.9,160506.3,74901.2,0,62496.4,1297.9,12404.8,3,322075.2,36,0,33,4475.4
East Gojjam ZHD,Shebel Berenta WorHO,Ham 2010 to Sen 2011,345,2611.9,57400,18235,42,8,27236,2585,,77233,27861,69234,221,,11437,17341,,1656,,,4537,454,,,,,4537,4192,6798,18235,4923,15370,4537,68663,65970,31310,116403.7,26300.4,39043.6,5009.6,5,134633,32.4,115784.4,27.4,134633
East Gojjam ZHD,Shebel Berenta WorHO,Ham 2011 to Sen 2012,350,4192,58315,18525,42,8,27670,2626,,78465,28305,70337,224,,11619,17617,,1682,,,4609,461,,,,,4609,4259,6907,18525,5002,15615,4609,69757,67022,31809,118259.1,26300.4,39665.9,5009.6,5,136779,32.4,115784.4,27.4,136779
East Gojjam ZHD,Shebel Berenta WorHO,Ham 2012 to Sen 2013,347.1,2623.5,57774.5,18353.8,41.1,4.3,27414.1,2601.8,,,28043,69685.9,189.7,,11511.2,17454,4336.4,1672.2,,12438,4566.8,228.3,6302.9,,,,4566.8,4219.8,6842.6,18353.8,4955.5,12738.1,4566.8,,,31514.4,117163.7,26472.1,39298.5,5042.3,5,135512.1,32.4,117163.7,27.4,135512.1
East Gojjam ZHD,Shebel Berenta WorHO,Ham 2013 to Sen 2014,350.8,2656.8,58380.9,18548.2,33.7,4.4,27704.6,2629.4,1153.1,81838.5,29249.5,73277.3,191.7,79,11633.2,17638.9,2782.5,1684.5,,12766.8,4615.1,191.7,31514.4,,,,4615.1,4264.6,6915.9,18548.2,5008,15064.3,4615.1,71696.9,65251.1,31848.4,0,28461.2,39714.9,3387.2,4,136948,26,0,22,136948
East Gojjam ZHD,Shebel Berenta WorHO,Ham 2014 to Sen 2015,354.6,2658,59021.2,18749.9,37.8,4.2,28005.7,2658,,83441,28043,74904.9,180,,11759.7,17830.6,83441,1702.8,9413.7,83441,4665.3,466.5,31514.4,,,,4665.3,4310.7,6991,18965.8,5120.8,15228,4665.3,14723.4,68989.8,32194.5,0,28770.5,240.3,3424,4,138436.3,26,0,22,828.7
North Shewa ZHD,Shewarobit THO,Ham 2010 to Sen 2011,133.8,1013.6,22273.4,7074.4,15.8,3.1,10569.8,1003.2,,29973,10812.2,26868.1,85.7,,4435.9,6729.6,,642.7,,,1729.4,17.3,,,,,1760.8,1624.9,2638.5,7074.4,1910.1,5964.7,1760.8,26646,25602,12150.8,45173.8,10206.6,15152,1944.1,5,52248.2,11.2,44933.5,6.2,52248.2
North Shewa ZHD,Shewarobit THO,Ham 2011 to Sen 2012,136,1627,22631,7189,16,3,10738,1019,,30451,10985,27297,87,,4509,6837,,653,,,1789,179,,,,,1789,1653,2680,7189,1941,6060,1789,27071,26010,12344,45893.8,10206.6,15393.5,1944.1,5,53081,11.2,44933.5,6.2,53081
North Shewa ZHD,Shewarobit THO,Ham 2012 to Sen 2013,154.3,1166.1,25680.4,8158.1,18.3,1.9,12185.4,1156.5,,,12464.9,30974.9,91,,5116.7,7758.2,1927.5,743.3,,5528.6,2029.9,2.8,14008,,,,2029.9,1875.7,3041.5,8158.1,2202.7,11565,2029.9,,,14008,52078.5,11766.7,17467.9,2241.3,11.2,60234.2,11.2,52078.5,0,60234.2
North Shewa ZHD,Shewarobit THO,Ham 2013 to Sen 2014,159.7,1209.6,26580.5,8444.9,15.3,2,12613.7,1197.2,525,41375.7,14981.4,37409.2,87.3,30.1,5296.5,8030.9,1406.8,766.9,,6454.6,2101.3,87.3,14008,,,,2101.3,1941.6,3148.8,8444.9,2280.1,6858.7,2101.3,32257.2,30094.5,14500.4,0,5054,18082,9446.4,9,62351.7,9,0,0,62351.7
North Shewa ZHD,Shewarobit THO,Ham 2014 to Sen 2015,164.8,1235.5,27435.3,8715.7,17.6,1.9,13018.1,1235.5,,38786.6,12464.9,34818.7,83.7,,5466.3,8288.3,38786.6,791.5,4375.8,38786.6,2168.6,216.9,14008,,,,2168.6,2003.8,3249.7,8816,2380.3,7078.6,2168.6,32281.4,32069.1,14965.2,0,5216,50.9,9749.2,9,64350.5,9,0,0,175.4
South Gondar ZHD,Simada,Ham 2010 to Sen 2011,462.3,3501.4,76940.8,24437.7,54.7,10.8,36512.1,3465.3,,156236,37349.6,92812.6,296,,15323.2,23246.5,,2220,,,5974.1,59.6,,,,,6082.3,5613.1,9114.5,24437.7,6598.2,20604.2,6082.3,138899,133452,41973.3,156047.3,35257.5,52340.7,6715.7,6.2,180485,38.6,155217.1,32.4,180485
South Gondar ZHD,Simada,Ham 2011 to Sen 2012,470,8481,78175,24835,55.6,11,37094,3521,,105187,37945,94292,301,,15576,23617,,2255,,,6179,60.6,,,,,6179,5702.6,9259,24835,6705,20933,6179,93515,89847,42642,158534.8,35257.5,53175,6715.7,6.2,183362,38.6,155217.1,32.4,183362
South Gondar ZHD,Simada,Ham 2012 to Sen 2013,473.4,3578.3,78801,25033.5,56.1,5.9,37391.2,3548.7,,,38249,95047.5,258.8,,15700.7,23806.2,5914.6,2280.8,,16964.7,6228.8,8.7,42983.8,,,,6228.8,5755.6,9332.9,25033.4,6759,35487.5,6228.8,,,42983.8,159804.5,36106.4,53600.9,6877.4,6.2,184830.5,38.6,159804.5,32.4,184830.5
South Gondar ZHD,Simada,Ham 2013 to Sen 2014,478.5,3624.5,79646.6,25304.6,46,6,37796.2,3587.2,1573.1,108434.8,37992.6,96812.9,261.6,112.4,15870.7,24064,3686.8,2298,,16915.8,6296.3,261.6,42983.8,,,,6296.3,5818,9435,25304.6,6832.2,20551.6,6296.3,95916,90916.4,43449.4,0,38597.2,54181.4,4852.2,5,186832.4,31,156939.2,26,186832.4
South Gondar ZHD,Simada,Ham 2014 to Sen 2015,483.8,3626.9,80536.6,25584.9,51.6,5.7,38214.8,3626.9,,113858.3,38249,102210.5,245.6,,16046.5,24330.5,113858.3,2323.5,12845.3,113858.3,6366,636.6,42983.8,,,,6366,5882.2,9539.5,25879.5,6987.5,20779.2,6366,94762.3,94139.1,43930.6,0,39024.6,447.4,4906,5,188901.5,31,1295.9,26,1542.7
East Gojjam ZHD,Sinan WorHO,Ham 2010 to Sen 2011,309.7,2345.5,51541.4,16370.4,36.7,7.3,24458.9,2321.4,,69357,25019.9,62173.7,198.3,,10264.7,15572.4,,1487.1,,,4001.9,39.9,,,,,4074.5,3760.1,6105.7,16370.4,4420,13802.4,4074.5,61661,59243,28117.2,104533.6,23618.5,35062.2,4498.8,2.5,120904,23.7,103977.4,21.2,120904
East Gojjam ZHD,Sinan WorHO,Ham 2011 to Sen 2012,315,3765,52368,16636,37.3,7,24849,2358,,70463,25419,63165,201,,10434,15821,,1511,,,4139,40.6,,,,,4139,3820,6202,16636,4492,14023,4139,62644,60187,28565,106199.7,23618.5,35621,4498.8,2.5,122831,23.7,103977.4,21.2,122831
East Gojjam ZHD,Sinan WorHO,Ham 2012 to Sen 2013,313,2365.9,52100.7,16551.4,37.1,3.9,24721.9,2346.3,,,25289,62842.3,171.1,,10380.8,15739.9,3910.5,1508,,11216.5,4118.3,205.9,5683.9,,,,4118.3,3805.4,6170.6,16551.3,4468.9,11487.2,4118.3,,,28419.5,105657.5,23872.4,35439.1,4547.1,2.5,122203.9,23.7,105657.5,21.2,122203.9
East Gojjam ZHD,Sinan WorHO,Ham 2013 to Sen 2014,316.6,2397.8,52689.9,16740.1,30.4,4,25003.9,2373.1,1040.7,72492.1,26655.7,64623.6,173,73.3,10499.2,15919.5,2464.7,1520.3,,11308.8,4165.3,173,28419.5,,,,4165.3,3848.9,6241.7,16740.1,4519.8,13595.8,4165.3,62357.3,61241,28743.8,0,25155.8,35843.5,3588,2,123598.3,19,0,17,123598.3
East Gojjam ZHD,Sinan WorHO,Ham 2014 to Sen 2015,320.2,2400.6,53305.7,16934.2,34.1,3.8,25293.6,2400.6,,75360.6,25289,67651.2,162.5,,10620.9,16103.9,75360.6,1537.9,8502.1,75360.6,4213.5,421.4,28419.5,,,,4213.5,3893.3,6314,17129.1,4624.9,13753.3,4213.5,15607.3,62308.9,29076.8,0,25447.2,195.9,3629.6,2,125030.3,19,0,17,675.5
South Gondar ZHD,South Gondar ZHD,Ham 2010 to Sen 2011,6579.4,49836,1095106.8,347824.2,779.1,154.1,519681.2,49322.2,,1473650,531600.8,1321012.8,4212.9,,218096.6,330869.7,,31597,,,85029.4,848.4,,,,,86570.7,79891.7,129727.6,347824.2,93912.5,293261.5,86570.7,1310121,1258743,597410.3,2221040,501824.6,744970.6,95585.6,63.6,2568864.3,497.4,2209223.3,433.8,2568864.3
South Gondar ZHD,South Gondar ZHD,Ham 2011 to Sen 2012,6684,79991,1112677,353476,791.6,157,527967,50109,,1497146,540078,1342078,4280,,221695,336145,,32101,,,87951,861.9,,,,,87951,81165.5,131781,353476,95438,297944,87951,1331010,1278813,606935,2256453,501824.6,756848.7,95585.6,63.5,2609823,497.1,2209223.3,433.6,2609823
South Gondar ZHD,South Gondar ZHD,Ham 2012 to Sen 2013,6703.9,50674.1,1115934.9,354510.7,793.9,83.8,529513.2,50255.3,,,541659.9,1346008.1,3664.5,,222343.9,337129.5,83758.9,32299.9,,240244.8,88208.6,123.5,608712.8,,,,88208.6,81507.9,132166.8,354509.5,95717.6,502553.3,88208.6,,,608712.8,2263060.2,511318.7,759064.8,97394,51,2617465,399,2263060.2,348,2617465
South Gondar ZHD,South Gondar ZHD,Ham 2013 to Sen 2014,6790.6,51436.2,1130270.6,359098.9,652.3,84.8,536368.1,50905.9,22324.4,1566646.4,575169.4,1396366.8,3711.9,1555.5,225222.4,341493.9,53266,32611.6,,244396.8,89350.5,3711.9,608712.8,,,,89350.5,82563,133893.2,359098.9,96956.7,291648.5,89350.5,1320659.2,1330690.9,616593.1,346288.6,518158.8,768891.5,98434.2,57,2651350.2,404,334653.6,347,2651350.2
South Gondar ZHD,South Gondar ZHD,Ham 2014 to Sen 2015,6878.5,51564.6,1145008.2,363746.6,733.1,80.6,543308.3,51564.6,,1618750,541659.9,1453150.7,3491.4,,228136.6,345912.6,1618750,33033.6,182624.6,1618750,90506.6,9050.7,608712.8,,,,90506.6,83628.1,135625.7,367934.9,99342.4,295422.2,90506.6,1347258.5,1338398.1,624571.3,40652.7,524863.4,90264.4,99707.9,57,2685656.5,404,39286.8,347,311256.6
South Wollo ZHD,South Wollo ZHD,Ham 2010 to Sen 2011,7864.9,59573.3,1309077.8,415785,931.4,184.2,621220.8,58959.2,,1761583,635469.3,1579123,5036.1,,260710.1,395517.8,,37770.7,,,101643.1,1014.2,,,,,103485.6,95501.6,155074.9,415785,112261.9,350561.4,103485.6,1680158,1504687,714137.2,2655005,599875.3,890529.1,114262,86,3070790,739.2,2640879.4,653.2,3070790
South Wollo ZHD,South Wollo ZHD,Ham 2011 to Sen 2012,7990,95621,1330081,422541,946.2,187,631126,59899,,1789671,645603,1604305,5116,,265011,401824,,38373,,,105136,1030.3,,,,,105136,97024.3,157529,422541,114086,356159,105136,1706948,1528678,725524,2697337.6,599875.3,904728.1,114262,86,3119752,738.8,2640879.4,652.9,3119752
South Wollo ZHD,South Wollo ZHD,Ham 2012 to Sen 2013,7928.1,59928,1319722.8,419250.1,938.9,99.1,626210.9,59432.8,,,640575.8,1591811,4674.1,,262947.6,398694.8,99054.6,38198.4,,284117.4,104316.9,5215.8,143974.7,,,,104316.9,96392.5,156302.6,419248.6,113197.1,290972.9,104316.9,,,719873.6,2676331.8,604693.8,897682.4,115179.8,69,3095456.6,593,2676331.8,524,3095456.6
South Wollo ZHD,South Wollo ZHD,Ham 2013 to Sen 2014,8021.8,60762,1335197.9,424206.4,770.5,100.2,633616.1,60135.6,26372,1923107.6,622405.5,1656815,4384.9,1733.6,266057,403409.5,65385.7,38524.4,,300004.8,105550.5,4384.9,719873.6,,,,105550.5,97532.4,158169.1,424206.4,114535.7,344526.8,105550.5,1540830,1591231.7,728386.4,34828.2,630594.1,908297.9,97792.3,69,3132061.7,593,0,524,3132061.7
South Wollo ZHD,South Wollo ZHD,Ham 2014 to Sen 2015,7667.5,57479.6,1276352.1,405472,817.2,89.8,605631.2,57479.6,,1804436.9,640575.8,1619841.7,3891.8,,254306.1,385592.2,1804436.9,36822.9,203573.5,1804436.9,100888.6,10088.9,719873.6,,,,100888.6,93221.1,151183.3,410140.8,110738,329310.1,100888.6,1501802.5,1491925.8,696215.9,4557.7,602742.7,118861.6,93473.2,69,2993728.3,593,0,524,409867.6
Central Gondar ZHD,Tach Armacho WorHO,Ham 2010 to Sen 2011,415.8,3149.7,69211.5,21982.7,49.2,9.7,32844.2,3117.2,,,33597.5,83488.9,266.3,,13783.9,20911.2,,1997,,,5373.9,53.6,,,,,5471.3,5049.2,8198.9,21982.7,5935.3,18534.3,5471.3,,,37756.7,140371.3,31715.7,47082.7,6041.1,5,162354,29.9,139624.4,24.9,162354
Central Gondar ZHD,Tach Armacho WorHO,Ham 2011 to Sen 2012,272,0,45261,14379,32.2,6,21477,2038,,60901,21969,54593,174,,9018,13674,,1306,,,3578,35.1,,,,,3578,3301.6,5361,14379,3882,12120,3578,54143,52019,24689,91787.7,31715.7,30787,6041.1,5,106162,29.9,139624.4,24.9,106162
Central Gondar ZHD,Tach Armacho WorHO,Ham 2012 to Sen 2013,310.7,2348.8,51724.1,16431.7,36.8,3.9,24543.2,2329.4,,,25106.2,62388.1,183.2,,10305.7,15626.1,3882.3,1497.1,,11135.5,4088.5,5.7,28214.1,,,,4088.5,3777.9,6126,16431.7,4436.6,23293.6,4088.5,,,28214.1,104893.9,23699.9,35183,4514.3,5,121320.7,29.9,104893.9,24.9,121320.7
Central Gondar ZHD,Tach Armacho WorHO,Ham 2013 to Sen 2014,315.6,2390.2,52522.8,16687.1,30.3,3.9,24924.6,2365.6,1037.4,68335.7,26722.6,64841.7,172.5,78.7,10465.9,15869,2323.4,1515.4,,10660.4,4152,172.5,28214.1,,,,4152,3836.6,6221.9,16687.1,4505.5,13552.7,4152,61351.3,61854.9,28652.6,0,22399.6,35729.8,6253,4,123206.2,24,0,20,123206.2
Central Gondar ZHD,Tach Armacho WorHO,Ham 2014 to Sen 2015,320.4,2401.6,53327.3,16941,34.1,3.8,25303.9,2401.6,,75391.2,25106.2,67678.7,162.6,,10625.2,16110.4,75391.2,1538.5,8505.5,75391.2,4215.2,421.5,28214.1,,,,4215.2,3894.9,6316.6,17136.1,4626.7,13758.9,4215.2,62746.9,62334.2,29088.6,0,18077.3,195.4,11011.3,4,125081.1,24,0,20,673.6
South Gondar ZHD,Tach Gayint WorHO,Ham 2010 to Sen 2011,309.6,2345.4,51538.8,16369.6,36.7,7.3,24457.7,2321.2,,69354,25018.6,62170.6,198.3,,10264.2,15571.7,,1487,,,4001.7,39.9,,,,,4074.3,3759.9,6105.3,16369.6,4419.8,13801.7,4074.3,61658,59240,28115.8,104528.4,23617.3,35060.4,4498.5,2.5,120898,24.9,103972.3,22.4,120898
South Gondar ZHD,Tach Gayint WorHO,Ham 2011 to Sen 2012,315,3765,52366,16636,37.3,7,24848,2358,,70460,25418,63162,201,,10434,15820,,1511,,,4139,40.6,,,,,4139,3819.9,6202,16636,4492,14022,4139,62641,60185,28564,106195.4,23617.3,35619.5,4498.5,2.5,122826,24.9,103972.3,22.4,122826
South Gondar ZHD,Tach Gayint WorHO,Ham 2012 to Sen 2013,313,2366.3,52110.4,16554.4,37.1,3.9,24726.5,2346.8,,,25293.7,62854,171.1,,10382.7,15742.8,3911.3,1508.3,,11218.6,4119,5.8,28424.8,,,,4119,3806.1,6171.7,16554.4,4469.7,23467.5,4119,,,28424.8,105677.2,23876.9,35445.8,4548,2.5,122226.7,24.9,105677.2,22.4,122226.7
South Gondar ZHD,Tach Gayint WorHO,Ham 2013 to Sen 2014,316.6,2398.3,52701.1,16743.7,30.4,4,25009.2,2373.6,1040.9,74807.1,27495.4,66931.9,173.1,70,10501.4,15922.8,2543.4,1520.6,,11669.9,4166.1,173.1,28424.8,,,,4166.1,3849.7,6243,16743.7,4520.8,13598.7,4166.1,60649.8,62974.6,28749.9,0,25144.8,35851.1,3605,2,123624.4,20,103844.5,18,123624.4
South Gondar ZHD,Tach Gayint WorHO,Ham 2014 to Sen 2015,320.3,2401.1,53318.1,16938.1,34.1,3.8,25299.5,2401.1,,75378.2,25293.7,67666.9,162.6,,10623.3,16107.6,75378.2,1538.2,8504,75378.2,4214.5,421.5,28424.8,,,,4214.5,3894.2,6315.5,17133.1,4625.9,13756.5,4214.5,62736,62323.4,29083.6,0,25436.7,196,3646.9,2,125059.4,20,567.7,18,675.8
Central Gondar ZHD,Takusa WorHO,Ham 2010 to Sen 2011,457.3,3463.8,76114.2,24175.1,54.2,10.7,36119.9,3428.1,,,36948.3,91815.5,292.8,,15158.6,22996.7,,2196.1,,,5909.9,59,,,,,6017,5552.8,9016.6,24175.1,6527.3,20382.8,6017,,,41522.3,154370.9,34878.8,51778.3,6643.6,2.5,178546,38.6,153549.6,36.2,178546
Central Gondar ZHD,Takusa WorHO,Ham 2011 to Sen 2012,465,0,77335,24568,55,11,36696,3483,,104057,37537,93279,297,,15409,23363,,2231,,,6113,59.9,,,,,6113,5641.3,9159,24568,6633,20708,6113,92510,88882,42184,156831.5,34878.8,52603.7,6643.6,2.5,181392,38.6,153549.6,36.1,181392
Central Gondar ZHD,Takusa WorHO,Ham 2012 to Sen 2013,465.1,3515.8,77424.9,24596.4,55.1,5.8,36738.3,3486.8,,,37581,93387.7,274.2,,15426.5,23390.4,5811.3,2241,,16668.5,6120,8.6,42233.2,,,,6120,5655.1,9169.9,24596.3,6641,34867.7,6120,,,42233.2,157013.8,35475.9,52664.8,6757.3,2.5,181602.8,38.6,157013.8,36.2,181602.8
Central Gondar ZHD,Takusa WorHO,Ham 2013 to Sen 2014,471,3567.5,78392.6,24906.2,45.2,5.9,37201.1,3530.7,1548.4,104057,41161.8,96605.2,257.4,114.5,15620.8,23685.1,3537.9,2261.9,,16232.9,6197.1,257.4,42233.2,,,,6197.1,5726.4,9286.5,24906.2,6724.7,20228,6197.1,90342.5,93548.2,42765.3,0,36274.8,53328.3,6490.5,2,183890.7,31,0,29,183890.7
Central Gondar ZHD,Takusa WorHO,Ham 2014 to Sen 2015,476.9,3575.3,79390.8,25220.9,50.8,5.6,37671.1,3575.3,,112238.3,37581,100756.3,242.1,,15818.2,23984.3,112238.3,2290.4,12662.5,112238.3,6275.4,627.5,42233.2,,,,6275.4,5798.5,9403.8,25511.3,6888,20483.5,6275.4,93414.1,92799.7,43305.5,0,38890.8,434.1,4414.8,2,186213.8,31,0,29,1496.8
North Shewa ZHD,Taremaber WorHO,Ham 2010 to Sen 2011,277.3,2100.7,46162.1,14661.9,32.8,6.5,21906.1,2079.1,,62119,22408.6,55684.7,177.6,,9193.4,13947.2,,1331.9,,,3584.2,35.8,,,,,3649.2,3367.7,5468.4,14661.9,3958.7,12361.9,3649.2,55225,53060,25182.7,93623.6,21153.4,31402.8,4029.2,5,108285.5,28.7,93125.5,23.7,108285.5
North Shewa ZHD,Taremaber WorHO,Ham 2011 to Sen 2012,282,3372,46903,14900,34,7,22255,2112,,63109,22766,56573,180,,9345,14170,,1353,,,3707,371,,,,,3707,3426,5555,14900,4023,12559,3707,56106,53906,25584,95116.4,21153.4,31903.5,4029.2,5,110012,28.7,93125.5,23.7,110012
North Shewa ZHD,Taremaber WorHO,Ham 2012 to Sen 2013,287.6,2174,47875,15209,34.1,3.6,22716.8,2156,,,23237.9,57745.5,169.6,,9538.8,14463.3,3593.4,1385.7,,10306.8,3784.3,5.3,26114.5,,,,3784.3,3496.8,5670.1,15208.9,4106.4,21560.2,3784.3,,,26114.5,97088.1,21936.2,32564.8,4178.3,5,112292.6,28.7,97088.1,23.7,112292.6
North Shewa ZHD,Taremaber WorHO,Ham 2013 to Sen 2014,292.3,2214,48650,15456.6,28.1,3.7,23086.8,2191.1,960.9,72313.2,26340.2,62238.6,159.8,60,9694.2,14698.8,2458.6,1403.7,,11280.9,3845.9,159.8,26114.5,,,,3845.9,3553.7,5763.1,15456.6,4173.3,12553.4,3845.9,55779.6,58341.8,26539.9,0,20302.9,33095.2,6237,4,114121.5,23,0,19,114121.5
North Shewa ZHD,Taremaber WorHO,Ham 2014 to Sen 2015,296.9,2225.9,49426.9,15701.9,31.6,3.5,23453.1,2225.9,,69877,23237.9,62728.5,150.7,,9848,14932.1,69877,1426,7883.4,69877,3906.9,390.7,26114.5,,,,3906.9,3610,5854.6,15882.7,4288.3,12752.6,3906.9,58157.5,57775,26961,0,20625,167.7,6336,4,115932.4,23,0,19,578.3
Central Gondar ZHD,Tegede WorHO,Ham 2010 to Sen 2011,244.1,1848.8,40625.1,12903.2,28.9,5.7,19278.6,1829.7,,,19720.8,49005.5,156.3,,8090.7,12274.3,,1172.2,,,3154.3,31.5,,,,,3211.5,2963.7,4812.5,12903.2,3483.9,10879.1,3211.5,,,22162.1,82393.8,18616.2,27636.1,3545.9,2.5,95297,26.2,81955.4,23.7,95297
Central Gondar ZHD,Tegede WorHO,Ham 2011 to Sen 2012,248,0,41277,13113,29.4,6,19586,1859,,55539,20035,49787,159,,8224,12470,,1191,,,3263,32,,,,,3263,3011,4889,13113,3540,11053,3263,49376,47440,22515,83707.1,18616.2,28076.6,3545.9,2.5,96816,26.2,81955.4,23.7,96816
Central Gondar ZHD,Tegede WorHO,Ham 2012 to Sen 2013,246,1859.2,40943.7,13007,29.1,3.1,19427.8,1843.9,,,19873.5,49385.1,145,,8157.8,12369.3,3073.1,1185.1,,8814.6,3236.4,4.5,22333.7,,,,3236.4,2990.5,4849.2,13007,3511.9,18438.7,3236.4,,,22333.7,83031.7,18760.3,27850.1,3573.4,2.5,96034.8,26.2,83031.7,23.7,96034.8
Central Gondar ZHD,Tegede WorHO,Ham 2013 to Sen 2014,248.6,1883.3,41383,13147.8,23.9,3.1,19638.2,1863.8,817.4,54407.4,21571.4,51336.2,135.9,61.2,8246.1,12503.2,1849.9,1194,,8487.6,3271.4,135.9,22333.7,,,,3271.4,3022.9,4902.3,13147.8,3549.9,10678.2,3271.4,48712.8,48362,22575.5,0,20055.2,28151.7,2520.4,2,97074.8,21,0,19,97074.8
Central Gondar ZHD,Tegede WorHO,Ham 2014 to Sen 2015,251.4,1884.5,41845.4,13293.4,26.8,2.9,19855.7,1884.5,,59158.7,19873.5,53106.7,127.6,,8337.5,12641.7,59158.7,1207.2,6674.2,59158.7,3307.6,330.8,22333.7,,,,3307.6,3056.3,4956.6,13446.5,3630.6,10796.5,3307.6,49236.8,48913,22825.5,0,17990.8,120.8,4834.7,2,98149.7,21,0,19,416.5
South Wollo ZHD,Tehulederie WorHO,Ham 2010 to Sen 2011,368.8,2793.9,61392.7,19499.4,43.7,8.6,29133.8,2765,,82614,29802.1,74057.2,236.2,,12226.7,18548.9,,1771.4,,,4766.8,47.6,,,,,4853.2,4478.8,7272.7,19499.4,5264.8,16440.5,4853.2,73447,70566,33491.4,124513.6,28132.8,41763.8,5358.6,11.2,144013,34.9,123851.2,23.7,144013
South Wollo ZHD,Tehulederie WorHO,Ham 2011 to Sen 2012,375,4484,62378,19816,44.4,9,29598,2809,,83931,30277,75238,240,,12428,18845,,1800,,,4931,48.3,,,,,4931,4550.2,7388,19816,5350,16703,4931,74618,71691,34025,126498.8,28132.8,42429.6,5358.6,11.2,146309,34.9,123851.2,23.7,146309
South Wollo ZHD,Tehulederie WorHO,Ham 2012 to Sen 2013,378.5,2861.4,63013.1,20018,44.8,4.7,29899.8,2837.8,,,30585.7,76004.6,223.2,,12555,19036.6,4729.6,1823.9,,13565.8,4980.8,249,6874.4,,,,4980.8,4602.5,7463,20018,5404.9,13893.2,4980.8,,,34372,127787.5,28872.5,42861.9,5499.5,11.2,147799.5,34.9,127787.5,23.7,147799.5
South Wollo ZHD,Tehulederie WorHO,Ham 2013 to Sen 2014,384,2908.4,63909.1,20304.6,36.9,4.8,30328,2878.4,1262.3,97777.5,29601.5,82758.9,209.9,74.8,12734.8,19309.1,3324.4,1844,,15253.3,5052.2,209.9,34372,,,,5052.2,4668.4,7570.7,20304.6,5482.2,16490.7,5052.2,70672.7,79243,34864.1,0,28217,43475.6,6647.1,9,149915.7,28,0,19,149915.7
South Wollo ZHD,Tehulederie WorHO,Ham 2014 to Sen 2015,389.4,2919.1,64819.4,20591.9,41.5,4.6,30756.9,2919.1,,91638.2,30585.7,82263.5,197.6,,12914.9,19582.3,91638.2,1870,10338.5,91638.2,5123.6,512.4,34372,,,,5123.6,4734.2,7677.8,20829,5623.8,16724,5123.6,76268.9,75767.3,35357.3,0,28616.1,288.9,6741.1,9,152036.3,28,0,19,996.3
North Gondar ZHD,Telemt WorHO,Ham 2010 to Sen 2011,251.4,1904.3,41844.8,13290.6,29.8,5.9,19857.4,1884.6,,39901,20312.8,50476.8,161,,8333.6,12642.8,,1207.3,,,3249,32.4,,,,,3307.9,3052.7,4957,13290.6,3588.5,11205.7,3307.9,35474,34082,22827.4,84867.4,19175.1,28465.8,3652.4,1.2,98158,31.2,84415.9,29.9,98158
North Gondar ZHD,Telemt WorHO,Ham 2011 to Sen 2012,255,2166,42516,13507,30.2,6,20174,1915,,57207,20637,51282,164,,8471,12844,,1227,,,3361,32.9,,,,,3361,3101.4,5035,13507,3647,11385,3361,36039,48864,23191,86220.5,19175.1,28919.7,3652.4,1.2,99723,31.1,84415.9,29.9,99723
